Admin 2 FIPS Code;Province/State;Admin 2 Level (City/County/Borough/Region);Date;Total Death;Total Confirmed;location
1091;Alabama;Marengo;2023-03-09;116;6093;32.24767634, -87.78796182
1097;Alabama;Mobile;2023-03-09;1802;134986;30.78472347, -88.20842409
1113;Alabama;Russell;2023-03-09;100;13030;32.28725256, -85.18415324
5031;Arkansas;Craighead;2023-03-09;388;47352;35.83018283, -90.63235729
5049;Arkansas;Fulton;2023-03-09;99;3108;36.38177105, -91.81729127
5057;Arkansas;Hempstead;2023-03-09;83;5638;33.73325583, -93.66935133
5069;Arkansas;Jefferson;2023-03-09;316;22364;34.26767081, -91.92619839
6035;California;Lassen;2023-03-09;66;11319;40.67311306, -120.59350990000002
8003;Colorado;Alamosa;2023-03-09;68;5953;37.57250606, -105.7885451
8023;Colorado;Costilla;2023-03-09;19;961;37.27732493, -105.4276548
8055;Colorado;Huerfano;2023-03-09;41;1764;37.68473101, -104.9612585
8087;Colorado;Morgan;2023-03-09;148;6973;40.26279810000001, -103.8093302
9011;Connecticut;New London;2023-03-09;784;73980;41.48896435, -72.10430976
12017;Florida;Citrus;2023-03-09;1146;39070;28.84804315, -82.47614748
12123;Florida;Taylor;2023-03-09;116;8109;30.04848048, -83.60445406
13001;Georgia;Appling;2023-03-09;136;5266;31.74847232, -82.28909114
13033;Georgia;Burke;2023-03-09;124;6296;33.05917989, -81.99928721
13069;Georgia;Coffee;2023-03-09;308;11781;31.54892966, -82.85492059999999
13079;Georgia;Crawford;2023-03-09;64;2225;32.71391813, -83.98061238
13137;Georgia;Habersham;2023-03-09;290;11488;34.63331566, -83.53094677
13141;Georgia;Hancock;2023-03-09;91;1945;33.2721566, -82.99766919
13163;Georgia;Jefferson;2023-03-09;122;4238;33.05867328, -82.41609057
13189;Georgia;McDuffie;2023-03-09;114;6165;33.47851918, -82.48252774
16007;Idaho;Bear Lake;2023-03-09;19;1155;42.28269683, -111.32892379999998
17011;Illinois;Bureau;2023-03-09;136;10275;41.40385234, -89.5283051
17021;Illinois;Christian;2023-03-09;119;13026;39.54581621, -89.27780482
17097;Illinois;Lake;2023-03-09;1544;210403;42.3224907, -88.00367925
18069;Indiana;Huntington;2023-03-09;175;14368;40.82907273, -85.48822092
18091;Indiana;LaPorte;2023-03-09;405;31801;41.54366008, -86.74072188
19047;Iowa;Crawford;2023-03-09;59;5064;42.03718237, -95.3819718
19051;Iowa;Davis;2023-03-09;35;1825;40.74773536, -92.41005468
19089;Iowa;Howard;2023-03-09;37;2312;43.35671042, -92.31702714
19091;Iowa;Humboldt;2023-03-09;44;3073;42.7764426, -94.20722537
19095;Iowa;Iowa;2023-03-09;54;4332;41.68630265, -92.0643373
19119;Iowa;Lyon;2023-03-09;55;3164;43.38107862, -96.20926845
19159;Iowa;Ringgold;2023-03-09;42;1318;40.73518949, -94.24368535
20131;Kansas;Nemaha;2023-03-09;67;3796;39.78345387, -96.01392079
20183;Kansas;Smith;2023-03-09;9;839;39.78516566, -98.78566062
21007;Kentucky;Ballard;2023-03-09;38;1751;37.05842757, -88.99427697
21109;Kentucky;Jackson;2023-03-09;84;5233;37.41866422, -83.99825483
21221;Kentucky;Trigg;2023-03-09;50;5128;36.80767017, -87.87333656
22061;Louisiana;Lincoln;2023-03-09;161;15460;32.6003154, -92.6659741
22075;Louisiana;Plaquemines;2023-03-09;49;7939;29.42245447, -89.60322085
22115;Louisiana;Vernon;2023-03-09;202;11781;31.10884837, -93.18153838
26065;Michigan;Ingham;2023-03-09;909;84928;42.59716886, -84.37472069
26069;Michigan;Iosco;2023-03-09;177;5696;44.35486835, -83.63484895
26083;Michigan;Keweenaw;2023-03-09;16;664;47.63197653, -88.41434263
26091;Michigan;Lenawee;2023-03-09;365;30950;41.89475156, -84.06603727
26119;Michigan;Montmorency;2023-03-09;53;1998;45.0275929, -84.12696227
27105;Minnesota;Nobles;2023-03-09;66;8185;43.67434621, -95.75329576
27127;Minnesota;Redwood;2023-03-09;58;4785;44.40555844, -95.25207021
29135;Missouri;Moniteau;2023-03-09;61;4386;38.63571781, -92.57976951
29183;Missouri;St. Charles;2023-03-09;1050;119652;38.77875681, -90.66662425
29187;Missouri;St. Francois;2023-03-09;330;23553;37.81214171, -90.47598685
29223;Missouri;Wayne;2023-03-09;58;2979;37.11303869, -90.46001416
30041;Montana;Hill;2023-03-09;77;5400;48.62879827, -110.1129252
30073;Montana;Pondera;2023-03-09;11;1477;48.22773388, -112.2252703
30105;Montana;Valley;2023-03-09;42;2164;48.36435097, -106.6669635
80031;Nebraska;Out of NE;2023-03-09;0;0;0.0, 0.0
31139;Nebraska;Pierce;2023-03-09;29;1541;42.26434853, -97.60122773
32027;Nevada;Pershing;2023-03-09;32;2361;40.44003782, -118.40056409999998
34019;New Jersey;Hunterdon;2023-03-09;307;34702;40.56335249, -74.91284156
34025;New Jersey;Monmouth;2023-03-09;2384;223671;40.26549699, -74.22240686
34039;New Jersey;Union;2023-03-09;2498;196497;40.65835409, -74.30680092
35031;New Mexico;McKinley;2023-03-09;656;33328;35.58007720000001, -108.262245
35059;New Mexico;Union;2023-03-09;20;933;36.48126404, -103.4709624
37063;North Carolina;Durham;2023-03-09;395;103313;36.03638492, -78.87608331
37119;North Carolina;Mecklenburg;2023-03-09;1892;368329;35.24469268, -80.8317671
37123;North Carolina;Montgomery;2023-03-09;148;9045;35.33155144, -79.90416657
37125;North Carolina;Moore;2023-03-09;381;31722;35.30885257, -79.48474178
38037;North Dakota;Grant;2023-03-09;11;556;46.35821257, -101.6390013
38089;North Dakota;Stark;2023-03-09;86;13816;46.80851182, -102.6576326
38101;North Dakota;Ward;2023-03-09;251;24090;48.22390169, -101.5436763
39099;Ohio;Mahoning;2023-03-09;1189;67576;41.01631101, -80.77287029
39137;Ohio;Putnam;2023-03-09;166;9940;41.02094889, -84.1336111
40095;Oklahoma;Marshall;2023-03-09;48;5692;34.02311222, -96.76855464
41061;Oregon;Union;2023-03-09;95;5848;45.30915495, -118.0068979
42073;Pennsylvania;Lawrence;2023-03-09;465;23172;40.99206278, -80.33393706
42103;Pennsylvania;Pike;2023-03-09;112;13435;41.33155042, -75.03208106
72015;Puerto Rico;Arroyo;2023-03-09;0;5679;17.998457000000005, -66.056546
72021;Puerto Rico;Bayamon;2023-03-09;0;66656;18.34946, -66.168435
72089;Puerto Rico;Luquillo;2023-03-09;0;5221;18.342114, -65.72509699999999
46047;South Dakota;Fall River;2023-03-09;44;2495;43.23929297, -103.5275691
46137;South Dakota;Ziebach;2023-03-09;11;716;44.97881876, -101.6654622
47009;Tennessee;Blount;2023-03-09;534;49483;35.68938198, -83.92847788
47023;Tennessee;Chester;2023-03-09;102;7157;35.42527478, -88.6095842
48131;Texas;Duval;2023-03-09;74;4364;27.68184592, -98.50864568
48151;Texas;Fisher;2023-03-09;27;736;32.74281316, -100.4019302
48189;Texas;Hale;2023-03-09;251;8499;34.07044901, -101.8268114
48219;Texas;Hockley;2023-03-09;169;9445;33.60771256, -102.3431676
48231;Texas;Hunt;2023-03-09;375;19874;33.12351514, -96.08551032
48397;Texas;Rockwall;2023-03-09;285;31784;32.89779518, -96.40771592
48451;Texas;Tom Green;2023-03-09;485;41194;31.40464436, -100.462443
48485;Texas;Wichita;2023-03-09;751;41356;33.98842886, -98.7041034
;Utah;Weber-Morgan;2023-03-09;503;89619;41.27116049, -111.9145117
51017;Virginia;Bath;2023-03-09;21;1082;38.05852573, -79.73912095
51735;Virginia;Poquoson;2023-03-09;31;2983;37.14259351, -76.35798148
51790;Virginia;Staunton;2023-03-09;136;7855;38.15965544, -79.05979937
51820;Virginia;Waynesboro;2023-03-09;87;7554;38.06451466, -78.90293905
51830;Virginia;Williamsburg;2023-03-09;25;2326;37.28131268, -76.70905141
53057;Washington;Skagit;2023-03-09;272;28814;48.48171488, -121.766131
54027;West Virginia;Hampshire;2023-03-09;75;7326;39.32103553, -78.60826476
54061;West Virginia;Monongalia;2023-03-09;218;31434;39.63218457, -80.04766838
54097;West Virginia;Upshur;2023-03-09;106;8979;38.89285061, -80.23689136
55009;Wisconsin;Brown;2023-03-09;625;103132;44.4526553, -88.00411844
55013;Wisconsin;Burnett;2023-03-09;45;5145;45.86303537, -92.36711412
55067;Wisconsin;Langlade;2023-03-09;108;6762;45.26271619, -89.07483625
55107;Wisconsin;Rusk;2023-03-09;62;4189;45.47498854, -91.1333012
1013;Alabama;Butler;2023-03-09;132;6551;31.75300095, -86.68057478
1087;Alabama;Macon;2023-03-09;90;5293;32.38759944, -85.69267724
80001;Alabama;Out of AL;2023-03-09;0;0;0.0, 0.0
2158;Alaska;Kusilvak;2023-03-09;15;4952;62.15429159999999, -163.39678830000005
4027;Arizona;Yuma;2023-03-09;1257;71174;32.76895712, -113.90666740000002
12059;Florida;Holmes;2023-03-09;107;6384;30.86747479, -85.81319222
12063;Florida;Jackson;2023-03-09;301;18364;30.7954597, -85.21500423
12075;Florida;Levy;2023-03-09;192;12803;29.31829741, -82.74007147
12091;Florida;Okaloosa;2023-03-09;768;62183;30.69143028, -86.59267105
13093;Georgia;Dooly;2023-03-09;76;2844;32.15630737, -83.79746561
13149;Georgia;Heard;2023-03-09;62;2583;33.29686567, -85.12886832
13231;Georgia;Pike;2023-03-09;109;6495;33.09310242, -84.38790389
13239;Georgia;Quitman;2023-03-09;5;551;31.86728114, -85.01773177
13277;Georgia;Tift;2023-03-09;240;13823;31.45743864, -83.5236119
16001;Idaho;Ada;2023-03-09;1139;160373;43.4526575, -116.24155159999998
17133;Illinois;Monroe;2023-03-09;135;11440;38.27594376, -90.17761038
17179;Illinois;Tazewell;2023-03-09;514;46151;40.50716185, -89.51404662
18033;Indiana;DeKalb;2023-03-09;164;13654;41.39804622, -84.99906934
18035;Indiana;Delaware;2023-03-09;503;30191;40.22787247, -85.39732772
18051;Indiana;Gibson;2023-03-09;160;14364;38.30393723, -87.58054938
18077;Indiana;Jefferson;2023-03-09;180;11231;38.78576239, -85.43633383
19031;Iowa;Cedar;2023-03-09;49;5035;41.77233777, -91.13246684
19063;Iowa;Emmet;2023-03-09;56;2698;43.37782951, -94.67858943
19087;Iowa;Henry;2023-03-09;84;6516;40.98767962, -91.54436349
19137;Iowa;Montgomery;2023-03-09;60;2596;41.03018714, -95.15642896
19139;Iowa;Muscatine;2023-03-09;139;11265;41.48370744, -91.1121697
19147;Iowa;Palo Alto;2023-03-09;41;2416;43.08193849, -94.67824621
19169;Iowa;Story;2023-03-09;104;23335;42.03621213, -93.46499005
20007;Kansas;Barber;2023-03-09;13;1234;37.2288586, -98.68460053
20031;Kansas;Coffey;2023-03-09;48;2833;38.2365018, -95.73379515
20079;Kansas;Harvey;2023-03-09;137;11960;38.04293782, -97.42747573
20163;Kansas;Rooks;2023-03-09;21;1581;39.35022773, -99.32484567
21025;Kentucky;Breathitt;2023-03-09;72;5402;37.52333168, -83.31959161
21065;Kentucky;Estill;2023-03-09;58;5308;37.69241417, -83.95956369
21101;Kentucky;Henderson;2023-03-09;185;17694;37.79344553, -87.57392021
21211;Kentucky;Shelby;2023-03-09;186;16931;38.21476019, -85.194223
21235;Kentucky;Whitley;2023-03-09;234;17191;36.75700531, -84.14541217
22047;Louisiana;Iberville;2023-03-09;157;11668;30.25734305, -91.3499598
22125;Louisiana;West Feliciana;2023-03-09;51;3364;30.87882871, -91.4148538
24017;Maryland;Charles;2023-03-09;408;38706;38.51092331, -76.98580666
24027;Maryland;Howard;2023-03-09;462;64177;39.25305293, -76.93126208
80025;Massachusetts;Out of MA;2023-03-09;0;0;0.0, 0.0
26001;Michigan;Alcona;2023-03-09;79;1933;44.6846864, -83.59507875
26031;Michigan;Cheboygan;2023-03-09;131;5802;45.44787015, -84.50122149
26161;Michigan;Washtenaw;2023-03-09;643;109512;42.253105, -83.83853204
27111;Minnesota;Otter Tail;2023-03-09;191;16465;46.40846929, -95.70835255
28015;Mississippi;Carroll;2023-03-09;59;3088;33.44834567, -89.91994479
28051;Mississippi;Holmes;2023-03-09;107;5247;33.12345854, -90.08923538
28095;Mississippi;Monroe;2023-03-09;232;13798;33.89236763, -88.4808438
28147;Mississippi;Walthall;2023-03-09;84;4689;31.14971548, -90.10446654
29510;Missouri;St. Louis City;2023-03-09;869;76241;38.63555736, -90.24349225
30023;Montana;Deer Lodge;2023-03-09;30;3255;46.05953325, -113.073353
31039;Nebraska;Cuming;2023-03-09;27;2046;41.91637624, -96.78730772
31101;Nebraska;Keith;2023-03-09;31;1796;41.19930341, -101.6620164
32023;Nevada;Nye;2023-03-09;305;9156;38.04264256, -116.4722702
34023;New Jersey;Middlesex;2023-03-09;3040;275803;40.43629879, -74.41426991
35005;New Mexico;Chaves;2023-03-09;362;24728;33.36406072, -104.4665365
35009;New Mexico;Curry;2023-03-09;235;15396;34.57421077, -103.3468876
35011;New Mexico;De Baca;2023-03-09;6;755;34.34274529, -104.4117842
35053;New Mexico;Socorro;2023-03-09;102;4752;34.00715494, -106.9298354
36053;New York;Madison;2023-03-09;146;16984;42.91653905, -75.67266639
36087;New York;Rockland;2023-03-09;978;119199;41.15027894, -74.02560498
37007;North Carolina;Anson;2023-03-09;113;8468;34.97403241, -80.09953279
37107;North Carolina;Lenoir;2023-03-09;248;20330;35.24032589999999, -77.64245615
38081;North Dakota;Sargent;2023-03-09;9;1310;46.10830372, -97.63217159
39037;Ohio;Darke;2023-03-09;249;15106;40.13412966, -84.6194517
39061;Ohio;Hamilton;2023-03-09;2240;238207;39.19673558, -84.54502924
39083;Ohio;Knox;2023-03-09;250;16550;40.39830217, -82.42027563
39087;Ohio;Lawrence;2023-03-09;290;24462;38.59743452, -82.53466552
40037;Oklahoma;Creek;2023-03-09;362;22790;35.90230551, -96.37086028
40041;Oklahoma;Delaware;2023-03-09;222;13701;36.40823634, -94.80325046
41029;Oregon;Jackson;2023-03-09;637;54594;42.43201126, -122.7289309
42049;Pennsylvania;Erie;2023-03-09;899;72139;41.99253829, -80.03301954
42053;Pennsylvania;Forest;2023-03-09;35;2550;41.51095103, -79.23229292
72005;Puerto Rico;Aguadilla;2023-03-09;0;16396;18.459681, -67.12081500000001
72033;Puerto Rico;Catano;2023-03-09;0;7355;18.437269, -66.14330600000001
72061;Puerto Rico;Guaynabo;2023-03-09;0;30371;18.345114, -66.11452299999999
72077;Puerto Rico;Juncos;2023-03-09;0;12948;18.223793, -65.909109
72123;Puerto Rico;Salinas;2023-03-09;0;8543;18.010386999999994, -66.256592
72137;Puerto Rico;Toa Baja;2023-03-09;0;24623;18.431446, -66.213553
45067;South Carolina;Marion;2023-03-09;172;10679;34.07859748, -79.36400756
46019;South Dakota;Butte;2023-03-09;49;3252;44.90608745, -103.5079318
46031;South Dakota;Corson;2023-03-09;18;1196;45.70889983, -101.1970473
46061;South Dakota;Hanson;2023-03-09;6;744;43.6746384, -97.78715148
46081;South Dakota;Lawrence;2023-03-09;88;7780;44.35919441, -103.7929428
46087;South Dakota;McCook;2023-03-09;32;1502;43.6742571, -97.36863144
47033;Tennessee;Crockett;2023-03-09;89;6534;35.81830662, -89.14916269
47041;Tennessee;DeKalb;2023-03-09;113;7768;35.97616272, -85.83689361
47049;Tennessee;Fentress;2023-03-09;144;7098;36.38128818, -84.92870012
47059;Tennessee;Greene;2023-03-09;417;28001;36.17470125, -82.84691273
47073;Tennessee;Hawkins;2023-03-09;376;21720;36.44355426, -82.94885298
48065;Texas;Carson;2023-03-09;38;1753;35.40365929, -101.3542669
48145;Texas;Falls;2023-03-09;70;4498;31.25350609, -96.93630086
48179;Texas;Gray;2023-03-09;133;7119;35.40081878, -100.8129222
48245;Texas;Jefferson;2023-03-09;880;63229;29.8832777, -94.16434171
48313;Texas;Madison;2023-03-09;59;4330;30.96694679, -95.93003775
80048;Texas;Out of TX;2023-03-09;0;0;0.0, 0.0
48443;Texas;Terrell;2023-03-09;3;141;30.22429013, -102.0766732
48445;Texas;Terry;2023-03-09;87;2943;33.17402785, -102.3354521
48465;Texas;Val Verde;2023-03-09;312;15879;29.89149232, -101.1525205
;Utah;TriCounty;2023-03-09;124;14966;40.12491499, -109.5174415
49051;Utah;Wasatch;2023-03-09;38;12224;40.33110236, -111.1691419
49057;Utah;Weber;2023-03-09;0;0;41.27116049, -111.9145117
51007;Virginia;Amelia;2023-03-09;64;3582;37.34081025, -77.98584649
51025;Virginia;Brunswick;2023-03-09;54;4091;36.76366949, -77.8593436
51595;Virginia;Emporia;2023-03-09;57;1660;36.69455571, -77.53406129
51079;Virginia;Greene;2023-03-09;65;5087;38.29545894, -78.46525378
51187;Virginia;Warren;2023-03-09;186;11498;38.90847745, -78.20280433
54103;West Virginia;Wetzel;2023-03-09;98;5466;39.6065771, -80.64016540000001
54109;West Virginia;Wyoming;2023-03-09;136;9709;37.612327, -81.54511071
55029;Wisconsin;Door;2023-03-09;91;8791;44.95856458, -87.30002707
55075;Wisconsin;Marinette;2023-03-09;149;14581;45.38553432, -88.03324599999998
55085;Wisconsin;Oneida;2023-03-09;152;10958;45.70677897, -89.51944105
56007;Wyoming;Carbon;2023-03-09;55;5023;41.69357844, -106.9326084
1021;Alabama;Chilton;2023-03-09;219;13009;32.85044126, -86.7173256
2020;Alaska;Anchorage;2023-03-09;612;124334;61.14998174, -149.14269860000005
80002;Alaska;Out of AK;2023-03-09;0;0;0.0, 0.0
4009;Arizona;Graham;2023-03-09;189;14101;32.93166885, -109.8882178
5097;Arkansas;Montgomery;2023-03-09;67;1770;34.53704874, -93.65824478
6041;California;Marin;2023-03-09;317;54908;38.07122463, -122.7210631
8013;Colorado;Boulder;2023-03-09;447;91179;40.09313619, -105.3546767
8035;Colorado;Douglas;2023-03-09;498;100968;39.33133796, -104.930001
8037;Colorado;Eagle;2023-03-09;39;18833;39.62754308, -106.6933637
8039;Colorado;Elbert;2023-03-09;48;5836;39.28656773, -104.1358721
8047;Colorado;Gilpin;2023-03-09;7;1171;39.85646523, -105.5252597
80009;Connecticut;Out of CT;2023-03-09;0;0;0.0, 0.0
12043;Florida;Glades;2023-03-09;38;2311;26.95635849, -81.18996211
12049;Florida;Hardee;2023-03-09;141;10362;27.49293939, -81.80956574
13109;Georgia;Evans;2023-03-09;70;2836;32.15328841, -81.8870105
13121;Georgia;Fulton;2023-03-09;2667;276219;33.79216944, -84.46319413
13125;Georgia;Glascock;2023-03-09;31;727;33.22879932, -82.61297636
13209;Georgia;Montgomery;2023-03-09;57;2329;32.17201038, -82.53527476
80013;Georgia;Out of GA;2023-03-09;1654;99220;0.0, 0.0
17059;Illinois;Gallatin;2023-03-09;20;1850;37.76430935, -88.22953869
17141;Illinois;Ogle;2023-03-09;141;17498;42.04165196, -89.32184679
18043;Indiana;Floyd;2023-03-09;331;24235;38.32117957, -85.90385377
18045;Indiana;Fountain;2023-03-09;111;6424;40.12361933, -87.24217689
18071;Indiana;Jackson;2023-03-09;144;15182;38.90915820000001, -86.03851889
18117;Indiana;Orange;2023-03-09;106;5941;38.54118920000001, -86.49523093
18143;Indiana;Scott;2023-03-09;115;9473;38.68672078, -85.74627859
19101;Iowa;Jefferson;2023-03-09;63;4424;41.03192394, -91.94849466
19107;Iowa;Keokuk;2023-03-09;55;2479;41.33649833, -92.1785067
19125;Iowa;Marion;2023-03-09;136;8910;41.33445101, -93.09934783
19129;Iowa;Mills;2023-03-09;47;4004;41.03299766, -95.61920963
19131;Iowa;Mitchell;2023-03-09;51;2839;43.35638371, -92.78887719
19175;Iowa;Union;2023-03-09;56;3186;41.0277278, -94.24234847
19185;Iowa;Wayne;2023-03-09;35;1520;40.73969028, -93.32752197
20017;Kansas;Chase;2023-03-09;10;798;38.30292938, -96.59563862
20041;Kansas;Dickinson;2023-03-09;107;5906;38.86600962, -97.15532383
20153;Kansas;Rawlins;2023-03-09;11;805;39.78525843, -101.0761617
20199;Kansas;Wallace;2023-03-09;8;488;38.91686134, -101.7638876
21115;Kentucky;Johnson;2023-03-09;138;9104;37.85106355, -82.8264322
21163;Kentucky;Meade;2023-03-09;69;7499;37.96163597, -86.21028219
21233;Kentucky;Webster;2023-03-09;52;4920;37.52168356, -87.67989953
25005;Massachusetts;Bristol;2023-03-09;2555;182344;41.79228404, -71.10872211
26043;Michigan;Dickinson;2023-03-09;131;9390;46.00999672, -87.86961634
26101;Michigan;Manistee;2023-03-09;107;4865;44.33352407, -86.05626916
26133;Michigan;Osceola;2023-03-09;99;6012;43.98992088, -85.32566756
28035;Mississippi;Forrest;2023-03-09;330;27523;31.18961454, -89.25832496
28037;Mississippi;Franklin;2023-03-09;40;2368;31.47786634, -90.89672989
28045;Mississippi;Hancock;2023-03-09;163;14973;30.41830223, -89.48851033
28151;Mississippi;Washington;2023-03-09;214;13015;33.28392041, -90.94196237
29011;Missouri;Barton;2023-03-09;56;3371;37.50207671, -94.34757022
29031;Missouri;Cape Girardeau;2023-03-09;275;23434;37.38489388, -89.6843587
29037;Missouri;Cass;2023-03-09;348;30193;38.64789422, -94.353399
29055;Missouri;Crawford;2023-03-09;117;6579;37.97663738, -91.30528104
29141;Missouri;Morgan;2023-03-09;125;4920;38.4181765, -92.88791859
29153;Missouri;Ozark;2023-03-09;66;2035;36.64916339, -92.44459066
29205;Missouri;Shelby;2023-03-09;18;2075;39.79742518, -92.07634971
29207;Missouri;Stoddard;2023-03-09;152;7191;36.85571651, -89.9444155
30035;Montana;Glacier;2023-03-09;77;4730;48.70513576, -112.9934235
80030;Montana;Out of MT;2023-03-09;0;0;0.0, 0.0
31047;Nebraska;Dawson;2023-03-09;90;5975;40.87028216, -99.8201461
31055;Nebraska;Douglas;2023-03-09;1296;179702;41.29518299, -96.15085305
31075;Nebraska;Grant;2023-03-09;6;114;41.91528587, -101.740701
31107;Nebraska;Knox;2023-03-09;19;1969;42.63758421, -97.89178836
31137;Nebraska;Phelps;2023-03-09;27;2783;40.51156033, -99.41461667
31147;Nebraska;Richardson;2023-03-09;35;2285;40.1247415, -95.71755036
32013;Nevada;Humboldt;2023-03-09;67;2791;41.40692186, -118.1109427
34027;New Jersey;Morris;2023-03-09;1678;165862;40.86095313, -74.54553709999998
35027;New Mexico;Lincoln;2023-03-09;75;6600;33.74526079, -105.4586166
35045;New Mexico;San Juan;2023-03-09;863;52461;36.50838318, -108.320437
36043;New York;Herkimer;2023-03-09;214;17616;43.42034246, -74.96145307
36093;New York;Schenectady;2023-03-09;379;44064;42.81668777, -74.05278291
36107;New York;Tioga;2023-03-09;95;14190;42.16852837, -76.30835812
36113;New York;Warren;2023-03-09;157;19090;43.56173026, -73.8433699
37051;North Carolina;Cumberland;2023-03-09;740;116118;35.04762133, -78.82623165
37077;North Carolina;Granville;2023-03-09;129;19634;36.30337451, -78.65184241
37131;North Carolina;Northampton;2023-03-09;97;5934;36.41736238, -77.39769443
37177;North Carolina;Tyrrell;2023-03-09;10;1228;35.87147226, -76.17055253
37199;North Carolina;Yancey;2023-03-09;70;6341;35.90079156, -82.31237181
38103;North Dakota;Wells;2023-03-09;12;1219;47.58614526, -99.65904998
39039;Ohio;Defiance;2023-03-09;176;12408;41.32398837, -84.49076944
39077;Ohio;Huron;2023-03-09;232;17989;41.14651175, -82.59867951
39133;Ohio;Portage;2023-03-09;489;44355;41.16793482, -81.19735782
39153;Ohio;Summit;2023-03-09;1859;143348;41.12464734, -81.53123079
40115;Oklahoma;Ottawa;2023-03-09;136;11692;36.83532655, -94.81011909
41025;Oregon;Harney;2023-03-09;42;1972;43.06422669, -118.9666306
42055;Pennsylvania;Franklin;2023-03-09;801;51643;39.92956518, -77.72157791
42069;Pennsylvania;Lackawanna;2023-03-09;908;59181;41.43564672, -75.60379201
42075;Pennsylvania;Lebanon;2023-03-09;574;45680;40.36680311, -76.45651841
42095;Pennsylvania;Northampton;2023-03-09;1250;100150;40.75182733, -75.30471829
72125;Puerto Rico;San German;2023-03-09;0;9243;18.111484, -67.03858100000001
46023;South Dakota;Charles Mix;2023-03-09;38;3679;43.20660134, -98.58856175
46037;South Dakota;Day;2023-03-09;40;1513;45.367281, -97.60737498
46127;South Dakota;Union;2023-03-09;55;4371;42.83112163, -96.6557828
47077;Tennessee;Henderson;2023-03-09;183;11166;35.65581134, -88.38600175
47097;Tennessee;Lauderdale;2023-03-09;114;9432;35.75893438, -89.63015909999999
47159;Tennessee;Smith;2023-03-09;99;7332;36.25359775, -85.95411046
48051;Texas;Burleson;2023-03-09;68;6131;30.49273808, -96.62158484
48067;Texas;Cass;2023-03-09;204;8936;33.07499881, -94.34646905
48095;Texas;Concho;2023-03-09;14;1402;31.32635934, -99.86473038
48107;Texas;Crosby;2023-03-09;46;2311;33.61431553, -101.3000364
48119;Texas;Delta;2023-03-09;27;2070;33.38570922, -95.66921122
48215;Texas;Hidalgo;2023-03-09;4032;267945;26.39418217, -98.18299696
48289;Texas;Leon;2023-03-09;95;4321;31.29872538, -95.9936328
48293;Texas;Limestone;2023-03-09;137;6117;31.5454767, -96.58095444
48321;Texas;Matagorda;2023-03-09;185;10324;28.81955746, -96.01230294
48327;Texas;Menard;2023-03-09;13;658;30.88990665, -99.8204794
48361;Texas;Orange;2023-03-09;381;17274;30.11879481, -93.89412775
48419;Texas;Shelby;2023-03-09;139;5401;31.79211404, -94.14550696
48435;Texas;Sutton;2023-03-09;14;943;30.49856623, -100.5382014
48471;Texas;Walker;2023-03-09;216;22514;30.73872995, -95.57440968
48475;Texas;Ward;2023-03-09;50;3328;31.50999644, -103.0927909
48477;Texas;Washington;2023-03-09;157;11037;30.21498498, -96.40946246
49031;Utah;Piute;2023-03-09;0;0;38.33815254, -112.1249591
51590;Virginia;Danville;2023-03-09;301;14774;36.58022376, -79.40395668
51113;Virginia;Madison;2023-03-09;48;3172;38.41531222, -78.28220331
51141;Virginia;Patrick;2023-03-09;123;4991;36.6801638, -80.2865648
51760;Virginia;Richmond City;2023-03-09;553;61627;37.53255773, -77.47966921
51167;Virginia;Russell;2023-03-09;139;9531;36.93028320000001, -82.10095486
53059;Washington;Skamania;2023-03-09;17;1798;46.02408726, -121.9164403
54007;West Virginia;Braxton;2023-03-09;52;4995;38.70036159, -80.72011184
54107;West Virginia;Wood;2023-03-09;380;28053;39.20967886, -81.5162836
55065;Wisconsin;Lafayette;2023-03-09;33;4446;42.66005229, -90.1317729
56009;Wyoming;Converse;2023-03-09;58;3686;42.97272268, -105.5081848
1001;Alabama;Autauga;2023-03-09;232;19790;32.53952745, -86.64408227
1079;Alabama;Lawrence;2023-03-09;181;9389;34.52041498, -87.31069453
2275;Alaska;Wrangell;2023-03-09;2;786;56.3202004, -132.05837309999998
5077;Arkansas;Lee;2023-03-09;68;3344;34.78498904, -90.78383866
6029;California;Kern;2023-03-09;2625;310792;35.34329425, -118.7277796
6079;California;San Luis Obispo;2023-03-09;561;74632;35.38822029, -120.4039028
8057;Colorado;Jackson;2023-03-09;0;195;40.66593870000001, -106.3408905
8117;Colorado;Summit;2023-03-09;15;12072;39.63803232, -106.1150762
12079;Florida;Madison;2023-03-09;108;7053;30.44396917, -83.47398594
12089;Florida;Nassau;2023-03-09;355;27713;30.61037141, -81.80297522
12095;Florida;Orange;2023-03-09;3301;475796;28.51367621, -81.31799498
12113;Florida;Santa Rosa;2023-03-09;695;59416;30.69341450000001, -87.02458128
13029;Georgia;Bryan;2023-03-09;112;11203;32.00979311, -81.44002948
13053;Georgia;Chattahoochee;2023-03-09;24;7924;32.34341231, -84.78809239
13063;Georgia;Clayton;2023-03-09;1095;77902;33.54187245, -84.35594188
13081;Georgia;Crisp;2023-03-09;146;5596;31.92289565, -83.76811843
13085;Georgia;Dawson;2023-03-09;108;8345;34.44244079, -84.16964071
13103;Georgia;Effingham;2023-03-09;217;16399;32.36616021, -81.34280942
13143;Georgia;Haralson;2023-03-09;186;6292;33.79602175, -85.21005667
